Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_index,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
CL G,295661,Top 20%,1,50,12,47.4730223639512,47.4730223639512,0.0,287.0863027769836,5.442514741466098,25.11939735272759,0.0278986125192678,0.076022408754936,0.0236333346400324,4016.24157
CL G,295661,Top 20%,1,60,13,36.5955216090499,36.5955216090499,0.0,291.5507331478118,6.352906481892898,25.83695905425523,0.0229775615337027,0.0656637089395481,0.0183051949236795,17528.25245
CL G,295661,Top 20%,1,70,14,36.3471588179133,36.3471588179133,0.0,298.3739768005891,6.789746868633252,25.79935911978516,0.0174019142156981,0.0569413617052249,0.0142670792428241,28539.08955
CL G,295661,Top 20%,1,80,15,32.550144112272,69.9926658635267,37.442521751254695,305.8203018313522,7.2648690060261085,25.118474853920954,0.0117283892607384,0.0553448342210717,0.0124578384138328,42422.70203
CL G,295661,Top 20%,1,90,16,66.1956511578853,66.1956511578853,0.0,312.1286110011245,7.926445333234787,24.048641885012856,0.0064155752622015,0.0595312272607386,0.0119985307173278,48004.01684
CL G,295661,Top 20%,1,100,17,61.333588279047,61.333588279047,0.0,316.19319421912667,8.351561173032131,23.51539367189539,0.0018239307113588,0.0732485844234681,0.0131319174237573,52133.33179
CL G,295661,Top 20%,1,110,18,54.3139101445414,54.3139101445414,0.0,318.1119224406735,8.466754432350573,23.70874275421401,-0.0017842160026243,0.0741705925912598,0.011700784417236,55979.80186
CL G,295661,Top 20%,1,120,19,53.3263059237549,53.3263059237549,0.0,314.9124178657735,8.43256485348779,24.61198659829224,-0.0042446665926896,0.0554426849306561,0.0075692868278445,62869.4360699999
CL G,295661,Top 20%,1,130,20,47.997009530629,47.997009530629,0.0,309.0205582808498,8.270851011250864,26.26536579098469,-0.0054913528738845,0.0542671248137565,0.0062498852803225,74968.15216
CL G,295661,Top 20%,1,140,21,41.9172689890983,41.9172689890983,0.0,300.76872555391566,7.909959373371647,28.254487579681403,-0.0055563367633635,0.0602490635512038,0.0056198485531162,89882.29187
CL G,295661,Top 20%,1,150,22,36.5823286318523,36.5823286318523,0.0,291.92648156462644,7.661533929663056,30.16712601148189,-0.0045698102803871,0.0559896192970001,0.0039426650818982,105611.1359
CL G,295661,Top 20%,1,160,23,31.5387520593263,31.5387520593263,0.0,285.0423474876512,7.635846394246119,31.851985866212203,-0.0027600955463224,0.0459297441026003,0.0021179210900344,120841.7991
CL G,295661,Top 20%,1,170,24,27.7845643608872,27.7845643608872,0.0,281.511681751784,7.599434134578258,32.93825261323366,-0.000453644784643,0.0778448171305101,0.0015411655015815,125169.3936
CL G,295661,Top 20%,1,180,25,22.0325981982282,22.0325981982282,0.0,280.25552858932514,7.433500906465682,33.23390988401032,0.0019249596790711,0.1045965154470219,-0.0009639881368965,125872.949899999
CL G,295661,Top 20%,1,190,26,18.7872750560625,18.7872750560625,0.0,280.0669056571725,7.142618495990006,32.62921638321163,0.0038530054171336,0.0643440614595358,-0.0026906319118858,125881.2027
CL G,295661,Top 20%,1,200,27,14.9902603504211,53.4497218594413,38.4594615090202,282.7849524727389,6.929588550837735,31.21014477768159,0.0047096498997519,0.055128143707089,-0.0043651854140072,125881.2027
CL G,295661,Top 20%,1,210,28,49.6527071538,49.6527071538,0.0,289.02799958723176,6.838677696399743,29.838829752753583,0.0037759204950262,0.0562817278493885,-0.0069197098588425,125881.2027
CL G,295661,Top 20%,1,220,29,41.4057945391771,41.4057945391771,0.0,289.3041334130663,6.590501793987166,28.15971541768965,0.0002347144689512,0.0477237325250659,-0.0083737158290411,125881.2027
CL G,295661,Top 20%,1,230,30,39.6305630564621,39.6305630564621,0.0,285.9332874927265,6.239584840259052,26.62613980121587,-0.0068292010145853,0.0379241428093811,-0.0091117451135508,125881.2027
CL G,295661,Top 20%,1,240,31,37.1885802859743,37.1885802859743,0.0,286.8287474744502,5.930167919121232,25.566784796591712,-0.0184291888938022,0.053854384784243,-0.0173923936927526,125881.2027
CL G,295661,Top 20%,1,250,32,36.0953168032149,36.0953168032149,0.0,285.3668492468398,5.5336090131364495,25.00537349952294,-0.035676742209024,0.064322451810788,-0.0278519275427849,125881.2027
2000L,295662,Middle 60%,0,0,0,62.5057696107817,,0.0,302.3233645,0.313004611,6.54777148090586,0.1450845519777157,0.4041247219032288,0.9632139969335128,0.0
2000L,295662,Middle 60%,0,10,1,61.2439473012278,61.2439473012278,0.0,300.2205607,0.547940133,9.80069361678508,0.0309673570530541,0.2741510577204587,0.592109263474,0.0
2000L,295662,Middle 60%,0,20,2,60.0665766890916,60.0665766890916,0.0,298.4209181,0.926571504,13.1259221469804,0.006749290934322,0.2009401122754555,0.3773170201795947,0.0
2000L,295662,Middle 60%,0,30,3,57.4369607451319,57.4369607451319,0.0,297.0406911,1.186824397,16.6325851798401,0.0204680892129636,0.1974967375240769,0.3176567100030039,0.0
2000L,295662,Middle 60%,0,40,4,53.381835864473,53.381835864473,0.0,297.2227219,1.331126934,20.5127936056838,0.0361636121471189,0.2214995825175643,0.3054667601426628,0.0
2000L,295662,Middle 60%,0,50,5,53.1065935133994,53.1065935133994,0.0,302.1931361,2.520761696,25.068491929396,0.0338778446616233,0.1458034386354045,0.1739347655370344,3757.124147
2000L,295662,Middle 60%,0,60,6,46.9491820366793,46.9491820366793,0.0,311.575576,2.085946821,29.3356871003552,0.009654896348008,0.2169129774360947,0.22651676286668,10202.73954
CL G,295662,Middle 60%,0,0,7,60.9761813650391,60.9761813650391,0.0,300.67184588981763,1.2858712135784522,15.464070667883604,0.0153289650672233,0.0500493802908706,0.1108910852771157,0.0
CL G,295662,Middle 60%,0,10,8,60.042265536535,60.042265536535,0.0,298.1046156336677,1.1421766994576847,17.79959319973887,0.0180778017122923,0.0809934759084642,0.0872626160493759,0.0
CL G,295662,Middle 60%,0,20,9,52.6424040609249,52.6424040609249,0.0,296.8216272536218,1.291790109505777,20.333663189181447,0.0197059944596242,0.0988732825243448,0.0713316844824244,0.0
CL G,295662,Middle 60%,0,30,10,46.6185563289593,46.6185563289593,0.0,296.7710983485615,1.848853524059724,22.86480867051732,0.0203804199669539,0.1039576004771214,0.056924295455451,0.0
CL G,295662,Middle 60%,0,40,11,50.9120893281378,50.9120893281378,0.0,297.8496459741891,2.7087918620060747,25.01814868138792,0.0202567462727136,0.1033094162159148,0.0459245872280697,205.252628
CL G,295662,Middle 60%,0,50,12,48.1682573214325,48.1682573214325,0.0,300.02565580470866,3.678442136192119,26.491092804382056,0.0194794327960324,0.1183400105631273,0.0445404609504073,7724.847913
CL G,295662,Middle 60%,0,60,13,42.9772841870378,42.9772841870378,0.0,302.44090274819865,4.776481952137955,27.27208062773352,0.0181817303367371,0.1585537360519847,0.0519990218892368,19306.0101899999
CL G,295662,Middle 60%,0,70,14,39.7267099117913,69.539530679696,29.812820767904697,305.1561367549346,5.76476422693527,27.24576512737644,0.0164856810753511,0.0850062377121731,0.0248042849705899,28767.22635
CL G,295662,Middle 60%,0,80,15,66.2889564044494,66.2889564044494,0.0,307.72603214974737,6.613547139921153,26.511464145969484,0.0145021185730953,0.0563420417523158,0.0148607061151033,30934.90028
CL G,295662,Middle 60%,0,90,16,65.0892462088412,65.0892462088412,0.0,308.6238661267867,7.112182588856032,25.48393040622897,0.0123306677718879,0.0507005407927436,0.0122388119664476,36443.61633
CL G,295662,Middle 60%,0,100,17,59.8529944603565,59.8529944603565,0.0,308.70873859692153,7.370362380884319,24.85006954801377,0.010059744994344,0.0447057544339756,0.0099757518727908,41650.63294
CL G,295662,Middle 60%,0,110,18,57.5933989986456,57.5933989986456,0.0,307.8234036057459,7.440969651778982,24.791166762380595,0.007766557943776,0.0611644868643096,0.0127203691655773,44387.80396
CL G,295662,Middle 60%,0,120,19,52.8364342292235,52.8364342292235,0.0,304.2442447219266,7.288490832904362,25.600315983941226,0.0055171057041936,0.0741472929481381,0.0144708209112587,49795.3204
CL G,295662,Middle 60%,0,130,20,48.2366298818801,48.2366298818801,0.0,298.9435125991509,6.905636207308434,27.11558915189768,0.0033661787403035,0.0753084902535089,0.0138729489740044,59965.16407
CL G,295662,Middle 60%,0,140,21,43.7685008326117,43.7685008326117,0.0,293.3272351834921,6.568075866063249,29.231166674669808,0.0013573588975095,0.0725347826011374,0.0126757817185187,72594.70505
CL G,295662,Middle 60%,0,150,22,37.0853627023246,37.0853627023246,0.0,289.19038146809424,6.367561595801577,31.58195613511564,-0.0004769805980869,0.0819931228299864,0.0136522989041344,98759.60968
CL G,295662,Middle 60%,0,160,23,30.54834076023,30.54834076023,0.0,288.8124645238529,6.470817281622384,33.94231785576857,-0.0021156751396878,0.070517263475143,0.0112304169392284,128072.4494
CL G,295662,Middle 60%,0,170,24,24.3441464453029,24.3441464453029,0.0,290.0074543677155,6.705325721978167,36.09171528212648,-0.0035487687397974,0.0679141876135372,0.0103806832020493,143545.4214
CL G,295662,Middle 60%,0,180,25,19.8778590277315,19.8778590277315,0.0,291.184010715739,6.85792223472148,37.774056967840245,-0.0047775140302232,0.0557246823854644,0.0082002974002346,148606.9795
CL G,295662,Middle 60%,0,190,26,15.866489836586,15.866489836586,0.0,292.94028884551864,6.856308338328812,38.65929621515057,-0.0058143722620753,0.0581250291075348,0.0082585959696569,149499.5134
CL G,295662,Middle 60%,0,200,27,12.6159155613395,42.2967386716585,29.680823110319004,294.3930594675625,6.424031346897111,38.731687537001314,-0.0066830133057666,0.0583595416454864,0.0080276355329028,149860.1158
CL G,295662,Middle 60%,0,210,28,39.0461643964119,39.0461643964119,0.0,295.90944527499954,5.89154141725966,38.16559508464528,-0.0074183156510128,0.0526020351995355,0.007023437606664,150413.9256
CL G,295662,Middle 60%,0,220,29,36.9487977974644,36.9487977974644,0.0,296.8786548820754,5.337200973759575,37.22680671143368,-0.0080663664068327,0.0513044038592459,0.0066670428404959,150444.5038
CL G,295662,Middle 60%,0,230,30,35.1110013821354,35.1110013821354,0.0,297.1902039887428,4.771872738351018,36.07891100712251,-0.0086844613015475,0.0692074489783581,0.0087787549142238,150444.5038
CL G,295662,Middle 60%,0,240,31,32.1145920535535,32.1145920535535,0.0,296.957134567933,4.214837747063882,34.9558555226741,-0.0093411046827816,0.0649653558792218,0.008072635130726,150444.5038
CL G,295662,Middle 60%,0,250,32,30.3739802671018,30.3739802671018,0.0,295.8365128975227,3.872811381029572,34.1877501165235,-0.0101160095174619,0.050471527199106,0.0061754109030242,150444.5038
2000L,295663,Middle 60%,0,0,0,60.8460382668354,,0.0,301.2388005,0.452543092,8.64071031305506,0.0774568518712365,0.4314502043370871,0.6064501531698596,0.0
2000L,295663,Middle 60%,0,10,1,61.1737572437221,61.1737572437221,0.0,299.7700122,0.703463949,11.7732398201598,0.0273579080380207,0.085886403391326,0.4431796521317531,0.0
2000L,295663,Middle 60%,0,20,2,59.8503454228557,59.8503454228557,0.0,298.5792926,0.944139804,14.8348726576376,0.0282306771256811,0.0396035893033352,0.3496422755164296,0.0
2000L,295663,Middle 60%,0,30,3,57.8923713892404,57.8923713892404,0.0,299.4624021,1.172090223,18.063020670515,0.0318337397343284,0.1076451425678105,0.281118010206968,0.0
2000L,295663,Middle 60%,0,40,4,56.4941898132729,56.4941898132729,0.0,299.1501407,1.499191594,21.4221314387211,0.0222282463639658,0.2179531102940151,0.2067209787162573,41.506701
2000L,295663,Middle 60%,0,50,5,53.5135539032838,53.5135539032838,0.0,308.9158176,2.137673693,24.39886026865,0.0157779174144891,0.2989896363419668,0.1269451167084131,2106.565067
2000L,295663,Middle 60%,0,60,6,43.1213698627855,43.12136986278551,0.0,304.5490053,2.818886711,26.7156415741563,0.0611490431856863,0.3772185106817235,0.0758648153474416,6318.26931999999
CL G,295663,Middle 60%,0,0,7,62.4414450254224,62.4414450254224,0.0,295.81034781390514,1.3399025140389274,10.686916069959974,0.0096287761692745,0.0905652931764992,0.1881864530221934,0.0
CL G,295663,Middle 60%,0,10,8,61.5199772974533,61.5199772974533,0.0,294.1745556951993,1.1676576165938173,12.816372339670766,0.0186095995214065,0.1174359484978347,0.1395228092462046,0.0
CL G,295663,Middle 60%,0,20,9,59.9886040431625,59.9886040431625,0.0,294.5532499655296,1.363138222683498,15.13453626213237,0.0242993913975404,0.1349048846518743,0.1109241763566507,0.0
CL G,295663,Middle 60%,0,30,10,57.0475616132684,57.0475616132684,0.0,297.0554590794979,2.148663656395904,17.54442490116176,0.0272456161572172,0.1407303107449696,0.0872827696797001,0.0
CL G,295663,Middle 60%,0,40,11,52.7490417860076,52.7490417860076,0.0,300.9651125558926,3.266033013723936,19.690490601280214,0.0279559582470071,0.1244955263169607,0.0610097775571141,0.0
CL G,295663,Middle 60%,0,50,12,50.3554123259841,50.3554123259841,0.0,305.20380606654675,4.5998230145094,21.35237057055904,0.0268983222005091,0.0800390738513136,0.0318151786584137,0.0
CL G,295663,Middle 60%,0,60,13,42.4860457769932,42.4860457769932,0.0,308.4299563350755,5.925484746768287,22.332353668982293,0.024500832638351,0.0853969982155554,0.0279064299107238,0.0
CL G,295663,Middle 60%,0,70,14,40.0149220410924,73.6981983823184,33.683276341226,312.17003010656066,7.339449272137808,22.60548549641488,0.0211518342681895,0.0853729679813308,0.0230179345719884,20145.92627
CL G,295663,Middle 60%,0,80,15,71.2270746464175,71.2270746464175,0.0,315.1015296686914,8.594770335336161,22.30356560743323,0.0171998918847103,0.0671481332706769,0.0148485058896946,29063.97532
CL G,295663,Middle 60%,0,90,16,67.6619632984746,67.6619632984746,0.0,313.6472714893528,9.372423324971765,21.745479996967436,0.0129537903696278,0.0428432953069227,0.0076357814553207,31994.0416
CL G,295663,Middle 60%,0,100,17,65.1410553076222,65.1410553076222,0.0,310.3018995362004,9.639875763594778,21.408690059035177,0.0086825346916854,0.0345841740786662,0.0047985316739939,38092.21313
CL G,295663,Middle 60%,0,110,18,61.1836468949132,61.1836468949132,0.0,306.84688287527706,9.418302816084228,21.447561006064934,0.0046153499066554,0.0497992841817882,0.0050331286310436,45043.73123
CL G,295663,Middle 60%,0,120,19,56.1187495281866,56.1187495281866,0.0,302.9224303307922,8.817104085867365,21.99384304443335,0.0009416811573388,0.0624276418432097,0.003983704002194,53025.88566
CL G,295663,Middle 60%,0,130,20,50.8753553975443,50.8753553975443,0.0,298.88797122258234,8.146484700290374,22.934980551649748,-0.0021888063264341,0.0582169048211664,0.0014961786276072,65950.66239
CL G,295663,Middle 60%,0,140,21,45.0221100213148,45.0221100213148,0.0,292.9560313292159,7.538822739858844,24.15544149391809,-0.0046662272278049,0.0609915890593913,-0.0008917337250671,82227.56401
CL G,295663,Middle 60%,0,150,22,38.7579458191789,38.7579458191789,0.0,285.1774225094551,6.903136751891531,25.197738734389738,-0.0064204761428855,0.0630239168123083,-0.0037013245987265,95257.16576
CL G,295663,Middle 60%,0,160,23,34.0373606985057,34.0373606985057,0.0,283.6221936651751,6.3836916060222535,25.683257313770312,-0.0074212275807594,0.0863376513860927,-0.0093811544778921,106826.671099999
CL G,295663,Middle 60%,0,170,24,29.638656975066,29.638656975066,0.0,282.48195716478426,6.217555391105878,25.538677326901027,-0.007677935963481,0.073826962668302,-0.0123465382046345,109085.125
CL G,295663,Middle 60%,0,180,25,25.6907270532205,25.6907270532205,0.0,276.13537561003324,6.446309192989803,24.709227560369925,-0.0072398356260759,0.0531526879627729,-0.012688394204621,109201.6911
CL G,295663,Middle 60%,0,190,26,22.2471486100934,22.2471486100934,0.0,272.77788988655664,6.635920271102471,23.078371542943128,-0.0061959408165407,0.0455105150446847,-0.0150163649602161,109204.5135
CL G,295663,Middle 60%,0,200,27,19.2373535602477,19.2373535602477,0.0,270.34742703041854,6.371003365734813,20.867271379447025,-0.0046750456958436,0.0398588986082598,-0.0180552661280232,109204.5135
CL G,295663,Middle 60%,0,210,28,16.7751034936388,16.7751034936388,0.0,268.97000834864747,6.175222050716514,18.32415850142932,-0.0028457243379231,0.036188174505855,-0.0228430640705587,109204.5135
CL G,295663,Middle 60%,0,220,29,14.3039797577379,42.4213549299771,28.1173751722392,269.2178093662937,6.092042211489668,15.894489029576311,-0.0009163307296896,0.037339835931599,-0.03426164211526,109204.5135
CL G,295663,Middle 60%,0,230,30,39.9502311940762,39.9502311940762,0.0,270.751914643981,5.922162045368244,13.76532817358748,0.0008650012289756,0.029312691617446,-0.0428555003887842,109204.5135
CL G,295663,Middle 60%,0,240,31,42.410898227092,42.410898227092,0.0,272.8004627590886,5.70277266091383,12.171484640608377,0.0022103577252204,0.0160510258421868,-0.0469701643194885,109204.5135
CL G,295663,Middle 60%,0,250,32,40.1525148593441,40.1525148593441,0.0,274.6573474787593,5.428411885135306,11.155952375243874,0.0027920450332214,0.0021161405965551,-0.0451377778088167,109204.5135
2000L,295664,Middle 60%,0,0,0,63.6096575745465,,0.0,302.8463246,0.565008159,8.91502871891651,-0.0090930975477123,1.705891731105326,0.2475508926941278,0.0
2000L,295664,Middle 60%,0,10,1,59.799986900242,59.79998690024199,0.0,303.7340517,0.874098612,11.5640872557726,-0.0740711412798175,0.5881354184003456,0.2863550823048483,0.0
2000L,295664,Middle 60%,0,20,2,52.1328691023335,52.1328691023335,0.0,302.2267932,1.027028833,14.1972393539076,-0.0472707974704132,0.2159403229954344,0.330135631590874,0.0
2000L,295664,Middle 60%,0,30,3,50.3716099491551,50.3716099491551,0.0,300.636604,1.369745452,17.4352505439609,0.00658965447041,0.0634486512905259,0.2965054353237263,723.052912
2000L,295664,Middle 60%,0,40,4,53.919015447723,53.919015447723,0.0,300.2818548,1.902811998,21.5176877220248,0.0434173155419064,0.057537499163406,0.2372998791823872,2787.823496
2000L,295664,Middle 60%,0,50,5,48.8858663658162,48.8858663658162,0.0,303.1850806,2.247113764,27.8155088143872,0.0397446671526738,0.1288321798248666,0.2114975561856871,6206.029148
2000L,295664,Middle 60%,0,60,6,45.0351046703967,45.0351046703967,0.0,307.9604922,3.113781086,31.1862142428952,-0.0072704288793452,0.2013503989481626,0.1532872720722238,13002.21051
CL G,295664,Middle 60%,0,0,7,60.7871872155243,60.7871872155243,0.0,302.1925421562035,1.166978990268386,14.969872454345278,0.0255227181373291,0.132590588281759,0.202326115477581,0.0
CL G,295664,Middle 60%,0,10,8,59.4163004285175,59.4163004285175,0.0,302.17992768751265,1.5783233108370092,17.149470501154052,0.0293038541017587,0.1565033807974268,0.1397624838942239,0.0
