Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_step,input_step_2000,input_step_400_2000,input_step_80_400_2000,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
CL G,295579,Top 20%,1,200,20,27,34,41,25.3861459623881,25.3861459623881,0.0,259.4850876548866,7.067603561809506,17.792537323142945,-0.0043093368118627,0.0399417220175798,-0.0226668375782444,67957.1991
CL G,295579,Top 20%,1,210,21,28,35,42,22.605632429672,22.605632429672,0.0,255.98370757416853,6.831049822560373,15.273188470015317,-0.003147410953952,0.0349604683438919,-0.0246707295371548,67957.1991
CL G,295579,Top 20%,1,220,22,29,36,43,20.7645868192011,20.7645868192011,0.0,253.0339444532813,6.77813062422475,12.616688092540633,-0.0011428322800283,0.0279799799823106,-0.0253516704747928,67957.1991
CL G,295579,Top 20%,1,230,23,30,37,44,18.4097580541308,18.4097580541308,0.0,250.74890220563643,6.833290079052561,10.116938517283243,0.0018210162078111,0.037130926028475,-0.0456897052095184,67957.1991
CL G,295579,Top 20%,1,240,24,31,38,45,17.3178079719798,17.3178079719798,0.0,249.34987372327944,6.990606293772882,7.97470708791817,0.0058667771698355,0.0169272295064381,-0.0314913884573062,67957.1991
CL G,295579,Top 20%,1,250,25,32,39,46,16.6172781977841,16.6172781977841,0.0,248.58466953509563,7.194832908009786,6.356932126306034,0.0111231189286802,0.0083451012745942,-0.0305288864550716,67957.1991
80L,295660,Middle 60%,0,0,0,0,0,0,39.7314410011323,,0.0,290.8018165,0.182275632,4.6900251554174,-0.0736989826766883,-4.79072354989575,1.618419648516844,0.0
80L,295660,Middle 60%,0,10,1,1,1,1,39.3752438109194,39.3752438109194,0.0,279.3576748,0.327400352,6.94027717584369,-0.006614068792092,-0.7275845654612367,0.8636047286155194,0.0
80L,295660,Middle 60%,0,20,2,2,2,2,38.6814898698905,38.6814898698905,0.0,278.1308989,0.344328325,9.68913122779751,0.0231199379408576,0.2789439481162552,0.907281286559324,0.0
80L,295660,Middle 60%,0,30,3,3,3,3,37.2423461722063,37.2423461722063,0.0,277.3404775,0.296472341,13.0249884547069,0.031549679417728,0.9806665655860296,1.101511106457667,0.0
80L,295660,Middle 60%,0,40,4,4,4,4,35.2091925386886,35.2091925386886,0.0,272.545844,0.393873901,16.6270346691829,0.0307481093712103,0.8480217673882924,0.8150044142052157,0.0
80L,295660,Middle 60%,0,50,5,5,5,5,33.4358383290037,33.4358383290037,0.0,278.7155099,0.857884176,20.005046170071,0.0288144933711189,0.2519960436138793,0.3404292272528598,35.7373039999999
80L,295660,Middle 60%,0,60,6,6,6,6,31.0556710850596,31.0556710850596,0.0,278.2420263,1.34365289,22.4158618561278,0.029874408824392,-0.0415485691442515,0.1851073092429201,123.009975
400L,295660,Middle 60%,0,0,0,0,0,7,62.5651351606385,,0.0,280.7630424,0.428442117,4.40544358348135,-0.078597028409186,0.6469043017277921,0.0820050217909773,0.0
400L,295660,Middle 60%,0,10,1,1,1,8,60.3952969648526,60.3952969648526,0.0,321.1918326,0.269603343,5.40856791740675,-0.044693627076264,0.6167246574881781,0.571339974968749,0.0
400L,295660,Middle 60%,0,20,2,2,2,9,59.0385737916028,59.0385737916028,0.0,322.3797015,0.40135556,7.38238275976909,0.0351930546762759,0.2682454681601192,0.6021022444555925,0.0
400L,295660,Middle 60%,0,30,3,3,3,10,58.0424710251115,58.04247102511151,0.0,302.9041536,0.75235327,10.1552131549733,0.0690063609583323,0.1346885761435371,0.3960907273249679,0.0
400L,295660,Middle 60%,0,40,4,4,4,11,56.9613820799751,56.9613820799751,0.0,285.3125305,1.17103113,13.1386727575488,0.0353760203648267,0.1257744285384153,0.2758802650257224,0.0
400L,295660,Middle 60%,0,50,5,5,5,12,54.8488103254956,54.8488103254956,0.0,285.7781692,0.953658277,16.5740317273534,-0.016381854024295,0.25744961005618,0.3322466389448545,0.0
400L,295660,Middle 60%,0,60,6,6,6,13,51.8046088168032,51.8046088168032,0.0,284.5116567,1.351969088,19.4504666407637,0.0337352353559346,0.2929304636478461,0.2066291993000637,205.578718
2000L,295660,Middle 60%,0,0,0,0,7,14,59.9115140211816,,0.0,310.9256722,0.623785348,8.11194219582593,0.1532425933372058,-0.5401717837722767,0.480465918171027,3120.053291
2000L,295660,Middle 60%,0,10,1,1,8,15,62.694884322476,62.694884322476,0.0,306.3594622,0.583934602,11.06352901865,0.0745683202569085,-0.0634475988848938,0.5141152645169089,0.0
2000L,295660,Middle 60%,0,20,2,2,9,16,60.5089638979551,60.5089638979551,0.0,304.1172486,0.736036687,14.0853530861456,0.0020453660062891,0.2392891943170966,0.4163741421647478,0.0
2000L,295660,Middle 60%,0,30,3,3,10,17,58.2734310819511,58.2734310819511,0.0,302.8602654,1.013276727,17.2787078374778,-0.0150610400252284,0.2986088306241273,0.3143055069094264,0.0
2000L,295660,Middle 60%,0,40,4,4,11,18,56.4492445991252,56.4492445991252,0.0,301.7461573,1.37935934,20.5770842251332,0.0248171600554131,0.248154342277095,0.2437690572141706,0.0
2000L,295660,Middle 60%,0,50,5,5,12,19,51.5425461266902,51.54254612669019,0.0,301.1822129,1.845103296,23.8737468139431,0.0755508526449052,0.1600384759814118,0.1949845608035331,216.644619
2000L,295660,Middle 60%,0,60,6,6,13,20,49.9030838162481,49.9030838162481,0.0,303.7032213,2.492735608,27.7591826931616,0.0433137526435738,0.0648098848692934,0.1560707216119294,3962.739251
CL G,295660,Middle 60%,0,0,0,7,14,21,63.9104653744532,63.9104653744532,0.0,297.7562865355882,1.8681908348992124,15.076254705566583,-0.0547270095139015,0.0634399334532566,0.0699242271133464,0.0
CL G,295660,Middle 60%,0,10,1,8,15,22,63.0541910899442,63.0541910899442,0.0,296.4635788394144,1.8931140766577408,17.408060422373623,-0.0237113000639521,0.1050369173450346,0.0776953947950684,0.0
CL G,295660,Middle 60%,0,20,2,9,16,23,60.6300890894558,60.6300890894558,0.0,295.89010270863764,2.0102072825951782,19.72834415034002,-0.0018152326256435,0.1320031494320582,0.070533929370189,0.0
CL G,295660,Middle 60%,0,30,3,10,17,24,57.1955113901285,57.1955113901285,0.0,296.6316913235793,2.338711025847201,21.869222086768808,0.0125426659082642,0.1266679239257221,0.0520664719665149,0.0
CL G,295660,Middle 60%,0,40,4,11,18,25,54.7702071926552,54.7702071926552,0.0,299.01534946123365,2.9699711663902124,23.65473609081321,0.0208134855243193,0.122976015206864,0.041398020554129,137.569952
CL G,295660,Middle 60%,0,50,5,12,19,26,50.8774795621572,50.8774795621572,0.0,302.26175488371007,3.764382857310892,24.966247709414453,0.024317933088377,0.1007913784157469,0.0296548932461327,5923.244262
CL G,295660,Middle 60%,0,60,6,13,20,27,47.5138181020893,47.5138181020893,0.0,304.8538089591841,4.459641257619451,25.697786969739937,0.0242463323456009,0.0712140548708596,0.0195393786315732,23600.27264
CL G,295660,Middle 60%,0,70,7,14,21,28,44.1442481228389,71.6585792008277,27.5143310779888,308.54597112804134,5.1453213658255,26.123403326461823,0.021658623920462,0.0821611948998172,0.0223048845550762,36283.7965399999
CL G,295660,Middle 60%,0,80,8,15,22,29,68.162285075157,68.162285075157,0.0,311.72905045871494,5.886600630856371,25.852051940494597,0.0174843653167392,0.080197452190807,0.0226175203759878,49271.61228
CL G,295660,Middle 60%,0,90,9,16,23,30,62.0151263349541,62.0151263349541,0.0,315.25628057590023,6.472235875753275,25.3856389157932,0.0125227309175189,0.0619074164831434,0.0188058939495922,63855.67406
CL G,295660,Middle 60%,0,100,10,17,24,31,61.7364211572192,61.7364211572192,0.0,319.8212249774489,6.856410390295641,25.259025957943106,0.0074425119851955,0.0617398123643752,0.020701068173354,73778.76663
CL G,295660,Middle 60%,0,110,11,18,25,32,48.0315814571815,48.0315814571815,0.0,322.455373027624,7.044631045002266,25.593468865074573,0.0027821166614712,0.0616859465787856,0.0231745625800792,82232.20665
CL G,295660,Middle 60%,0,120,12,19,26,33,53.748023085548,53.748023085548,0.0,321.06893193900805,6.952598245117716,26.800239655879672,-0.0010504300326441,0.072009228259988,0.030562828297414,92545.3521
CL G,295660,Middle 60%,0,130,13,20,27,34,51.9006922389484,51.9006922389484,0.0,317.85092997670864,6.847511940250152,29.265237018334886,-0.0037774861968332,0.0838639213471218,0.0403631054602927,106130.583
CL G,295660,Middle 60%,0,140,14,21,28,35,46.7106030717822,46.7106030717822,0.0,314.5603740256041,6.534095004263997,33.05064095602508,-0.0052517930514707,0.0758198668728845,0.0414184758440952,121682.2351
CL G,295660,Middle 60%,0,150,15,22,29,36,39.6529387419791,39.6529387419791,0.0,313.2834261719729,6.300541930651644,37.60044149500598,-0.0054564749376232,0.0658319048566901,0.0407874542365815,141505.2168
CL G,295660,Middle 60%,0,160,16,23,30,37,32.726540797975,32.726540797975,0.0,312.14072940363394,6.111580389695107,42.549384148052944,-0.0045050393170504,0.0804340522343629,0.0564288083207794,164189.6158
CL G,295660,Middle 60%,0,170,17,24,31,38,26.1764928950465,26.1764928950465,0.0,312.46539875671465,6.092370467989936,47.90712415231446,-0.0026413767722035,0.0996953652000503,0.0790365494218408,198307.7957
CL G,295660,Middle 60%,0,180,18,25,32,39,18.106141438531,18.106141438531,0.0,315.6095363168212,6.219653075509374,54.30165234872947,-0.0002397610062261,0.0922806752022676,0.0824979780963395,237589.853699999
CL G,295660,Middle 60%,0,190,19,26,33,40,10.8600630509114,10.8600630509114,0.0,322.8554725088919,6.263374260666314,62.08874140823795,0.0021951511570454,0.0951777456788935,0.0957606238612798,275663.774699999
CL G,295660,Middle 60%,0,200,20,27,34,41,7.49049307166112,31.7875413669504,24.29704829528928,333.97502436682504,6.227460041690275,69.17036673780201,0.0040283197730833,0.0873872287925789,0.0987788956654774,296796.7178
CL G,295660,Middle 60%,0,210,21,28,35,42,28.2912472412797,28.2912472412797,0.0,348.55445323589174,6.039293831184199,75.86422506973793,0.0044943217766671,0.0781470772777375,0.0991015047190434,330803.4155
CL G,295660,Middle 60%,0,220,22,29,36,43,22.6065959224227,22.6065959224227,0.0,365.8287436498454,5.812759067233749,81.64457806942866,0.0026973509818832,0.0905604197523934,0.1287089193552407,365099.736899999
CL G,295660,Middle 60%,0,230,23,30,37,44,15.7834724960589,38.5553915856498,22.771919089590902,384.7059963299097,5.656564073667784,86.24403137354689,-0.0023887819178725,0.0709301552583846,0.1129114340742303,407667.7686
CL G,295660,Middle 60%,0,240,24,31,38,45,35.0590974599791,35.0590974599791,0.0,402.84084141622384,5.45910178217822,89.60687510152644,-0.011920649349897,0.094950957349096,0.169268387775975,437155.7202
CL G,295660,Middle 60%,0,250,25,32,39,46,35.2075363185239,35.2075363185239,0.0,417.6692827988056,5.051927924916801,91.85766593437924,-0.0271852068621809,0.1159027167532549,0.2314662113392311,460338.5986
80L,295661,Top 20%,1,0,0,0,0,0,41.1571690812407,,0.0,278.0971585,0.207847547,1.85068503552397,0.0144264226747477,-3.013702046501652,1.072979681967217,0.0
80L,295661,Top 20%,1,10,1,1,1,1,41.9519472568218,41.9519472568218,0.0,277.3690768,0.34602715,4.16376710701598,0.0133701267757774,-0.4495022635721946,0.6435655751445,48.726667
80L,295661,Top 20%,1,20,2,2,2,2,40.8908333666378,40.8908333666378,0.0,276.640995,0.468337615,6.45828321492007,0.0113746002016307,0.2621608149251574,0.5593169420724933,48.726667
80L,295661,Top 20%,1,30,3,3,3,3,38.223515164635,38.223515164635,0.0,274.0178096,0.589268937,8.95800968028419,0.0198270713161072,0.4774063207940288,0.5198008070378142,48.726667
80L,295661,Top 20%,1,40,4,4,4,4,36.4659050656098,36.4659050656098,0.0,271.9665241,0.75536948,12.2159834036412,0.0404298420873595,0.4090643691986993,0.4663908636674,48.726667
80L,295661,Top 20%,1,50,5,5,5,5,34.21813621528,34.21813621528,0.0,275.232465,1.052557229,16.8547548068383,0.0652002880878934,0.2069359489804229,0.3926551028470129,49.515085
80L,295661,Top 20%,1,60,6,6,6,6,31.9564468627189,31.9564468627189,0.0,278.874112,0.944123494,20.6684970581705,0.0764708584945676,-0.0005198693018856,0.510045918595624,134.445568999999
400L,295661,Top 20%,1,0,0,0,0,7,59.4667936122027,,0.0,287.6272815,0.336452245,4.48074912300177,0.0588802946241599,-0.1645462869100628,0.1589555635556127,0.0
400L,295661,Top 20%,1,10,1,1,1,8,58.3987189435822,58.3987189435822,0.0,284.1690682,0.386308978,5.6308063277087,0.0137751507970269,0.1535160058013645,0.4066457285501096,0.0
400L,295661,Top 20%,1,20,2,2,2,9,58.2531930660094,58.2531930660094,0.0,298.1461864,0.491948742,7.66209917850799,0.0241618306802964,0.2965669819453514,0.4851969728890085,0.0
400L,295661,Top 20%,1,30,3,3,3,10,56.9148713337329,56.9148713337329,0.0,299.15625,0.72658431,10.2212788521314,0.0383008246776671,0.2813320583534905,0.4105296329693918,0.0
400L,295661,Top 20%,1,40,4,4,4,11,53.9907931459401,53.9907931459401,0.0,282.3278146,1.024109119,13.2780366674067,0.0341996961705588,0.2293229543505921,0.3279610918260429,0.0
400L,295661,Top 20%,1,50,5,5,5,12,51.1851432869291,51.18514328692909,0.0,280.0194064,1.248132184,17.1963908636767,0.019613081518113,0.1900572427088273,0.2815749077477843,0.641301999999999
400L,295661,Top 20%,1,60,6,6,6,13,49.6753442294455,49.67534422944551,0.0,280.8413242,1.723994253,20.3417434502664,0.0320426900571916,0.1226836790051785,0.2001217050213679,306.03211
2000L,295661,Top 20%,1,0,0,0,7,14,58.5430177179777,,0.0,297.8534176,0.708094633,9.17582007104795,0.1053545191758681,-0.2253265070880817,0.4300392410111033,0.0
2000L,295661,Top 20%,1,10,1,1,8,15,60.8190587601856,60.8190587601856,0.0,298.6961142,0.809789548,12.4136829373889,0.0610837728285892,-0.0043291845359469,0.3993825483930356,0.0
2000L,295661,Top 20%,1,20,2,2,9,16,58.8084968027709,58.8084968027709,0.0,297.5667497,0.906115523,15.6549292517762,0.0289934502695115,0.1413997227603773,0.3747209012114699,0.0
2000L,295661,Top 20%,1,30,3,3,10,17,55.9577185328271,55.9577185328271,0.0,295.3251557,1.108833749,19.045879973357,0.0200116691898751,0.2122393426963008,0.3182463691888309,62.137469
2000L,295661,Top 20%,1,40,4,4,11,18,55.6394782854859,55.6394782854859,0.0,297.1890835,1.665600068,22.749920348579,0.0282688275017553,0.1910033894942835,0.2182045306937185,1428.583604
2000L,295661,Top 20%,1,50,5,5,12,19,50.8915561901907,50.8915561901907,0.0,298.5558904,3.282246032,26.4174731460923,0.0310976033380616,0.1147128574513565,0.11309875045482,4087.60366
2000L,295661,Top 20%,1,60,6,6,13,20,46.911489620107,46.911489620107,0.0,303.4873973,7.343470522,30.1076380106571,-0.0109670449474613,0.0558972535935233,0.0512307695326873,9081.017504
CL G,295661,Top 20%,1,0,0,7,14,21,59.1731712515819,59.1731712515819,0.0,312.6377542188092,1.148556261913921,14.317876795768663,0.0163306609710963,0.2146261212403446,0.136172795300259,0.0
CL G,295661,Top 20%,1,10,1,8,15,22,58.9250046626257,58.9250046626257,0.0,305.2032334691658,1.7334654507693354,16.345129361768002,0.0264679256537198,0.2125651994573227,0.1121111180881729,0.0
CL G,295661,Top 20%,1,20,2,9,16,23,57.7817294455915,57.7817294455915,0.0,301.0348162179397,2.68646952621091,19.066785091861007,0.0316950489948855,0.1495061712636675,0.067496749477217,0.0
CL G,295661,Top 20%,1,30,3,10,17,24,55.7654692044672,55.7654692044672,0.0,293.5855581107471,3.6350434193729497,21.57476890972543,0.0330594002006096,0.1146407621535333,0.0451739256014069,0.0
CL G,295661,Top 20%,1,40,4,11,18,25,52.0052849530407,52.0052849530407,0.0,285.5830779669038,4.513822287248695,23.62605441723205,0.0315102183748025,0.1140329302952412,0.0397386680456679,44.559095
CL G,295661,Top 20%,1,50,5,12,19,26,47.4730223639512,47.4730223639512,0.0,287.0863027769836,5.442514741466098,25.11939735272759,0.0278986125192678,0.076022408754936,0.0236333346400324,4016.24157
CL G,295661,Top 20%,1,60,6,13,20,27,36.5955216090499,36.5955216090499,0.0,291.5507331478118,6.352906481892898,25.83695905425523,0.0229775615337027,0.0656637089395481,0.0183051949236795,17528.25245
CL G,295661,Top 20%,1,70,7,14,21,28,36.3471588179133,36.3471588179133,0.0,298.3739768005891,6.789746868633252,25.79935911978516,0.0174019142156981,0.0569413617052249,0.0142670792428241,28539.08955
CL G,295661,Top 20%,1,80,8,15,22,29,32.550144112272,69.9926658635267,37.442521751254695,305.8203018313522,7.2648690060261085,25.118474853920954,0.0117283892607384,0.0553448342210717,0.0124578384138328,42422.70203
CL G,295661,Top 20%,1,90,9,16,23,30,66.1956511578853,66.1956511578853,0.0,312.1286110011245,7.926445333234787,24.048641885012856,0.0064155752622015,0.0595312272607386,0.0119985307173278,48004.01684
CL G,295661,Top 20%,1,100,10,17,24,31,61.333588279047,61.333588279047,0.0,316.19319421912667,8.351561173032131,23.51539367189539,0.0018239307113588,0.0732485844234681,0.0131319174237573,52133.33179
CL G,295661,Top 20%,1,110,11,18,25,32,54.3139101445414,54.3139101445414,0.0,318.1119224406735,8.466754432350573,23.70874275421401,-0.0017842160026243,0.0741705925912598,0.011700784417236,55979.80186
CL G,295661,Top 20%,1,120,12,19,26,33,53.3263059237549,53.3263059237549,0.0,314.9124178657735,8.43256485348779,24.61198659829224,-0.0042446665926896,0.0554426849306561,0.0075692868278445,62869.4360699999
CL G,295661,Top 20%,1,130,13,20,27,34,47.997009530629,47.997009530629,0.0,309.0205582808498,8.270851011250864,26.26536579098469,-0.0054913528738845,0.0542671248137565,0.0062498852803225,74968.15216
CL G,295661,Top 20%,1,140,14,21,28,35,41.9172689890983,41.9172689890983,0.0,300.76872555391566,7.909959373371647,28.254487579681403,-0.0055563367633635,0.0602490635512038,0.0056198485531162,89882.29187
CL G,295661,Top 20%,1,150,15,22,29,36,36.5823286318523,36.5823286318523,0.0,291.92648156462644,7.661533929663056,30.16712601148189,-0.0045698102803871,0.0559896192970001,0.0039426650818982,105611.1359
CL G,295661,Top 20%,1,160,16,23,30,37,31.5387520593263,31.5387520593263,0.0,285.0423474876512,7.635846394246119,31.851985866212203,-0.0027600955463224,0.0459297441026003,0.0021179210900344,120841.7991
CL G,295661,Top 20%,1,170,17,24,31,38,27.7845643608872,27.7845643608872,0.0,281.511681751784,7.599434134578258,32.93825261323366,-0.000453644784643,0.0778448171305101,0.0015411655015815,125169.3936
CL G,295661,Top 20%,1,180,18,25,32,39,22.0325981982282,22.0325981982282,0.0,280.25552858932514,7.433500906465682,33.23390988401032,0.0019249596790711,0.1045965154470219,-0.0009639881368965,125872.949899999
CL G,295661,Top 20%,1,190,19,26,33,40,18.7872750560625,18.7872750560625,0.0,280.0669056571725,7.142618495990006,32.62921638321163,0.0038530054171336,0.0643440614595358,-0.0026906319118858,125881.2027
CL G,295661,Top 20%,1,200,20,27,34,41,14.9902603504211,53.4497218594413,38.4594615090202,282.7849524727389,6.929588550837735,31.21014477768159,0.0047096498997519,0.055128143707089,-0.0043651854140072,125881.2027
CL G,295661,Top 20%,1,210,21,28,35,42,49.6527071538,49.6527071538,0.0,289.02799958723176,6.838677696399743,29.838829752753583,0.0037759204950262,0.0562817278493885,-0.0069197098588425,125881.2027
CL G,295661,Top 20%,1,220,22,29,36,43,41.4057945391771,41.4057945391771,0.0,289.3041334130663,6.590501793987166,28.15971541768965,0.0002347144689512,0.0477237325250659,-0.0083737158290411,125881.2027
CL G,295661,Top 20%,1,230,23,30,37,44,39.6305630564621,39.6305630564621,0.0,285.9332874927265,6.239584840259052,26.62613980121587,-0.0068292010145853,0.0379241428093811,-0.0091117451135508,125881.2027
CL G,295661,Top 20%,1,240,24,31,38,45,37.1885802859743,37.1885802859743,0.0,286.8287474744502,5.930167919121232,25.566784796591712,-0.0184291888938022,0.053854384784243,-0.0173923936927526,125881.2027
CL G,295661,Top 20%,1,250,25,32,39,46,36.0953168032149,36.0953168032149,0.0,285.3668492468398,5.5336090131364495,25.00537349952294,-0.035676742209024,0.064322451810788,-0.0278519275427849,125881.2027
80L,295662,Middle 60%,0,0,0,0,0,0,40.4804680943182,,0.0,282.3034704,0.382072358,4.66381960479573,-0.2042590279957858,-0.8202584211127305,0.7371227843953797,0.0
80L,295662,Middle 60%,0,10,1,1,1,1,38.9354148127178,38.9354148127178,0.0,279.9898458,0.471376482,7.25891555284191,0.0535556432284275,-0.1481841537259426,0.652440676498018,22.508
80L,295662,Middle 60%,0,20,2,2,2,2,37.8393868924709,37.8393868924709,0.0,278.4829819,0.502127068,10.3839899866785,0.0564597035880146,0.1916931858987526,0.692648336357149,22.673333
